"ComplexID","ComplexName","DNV_pval","LoF_pval","rec_pval","combined_pval","GATA4","TBX5","NKX25","Genes"
"3234","SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",0.378016231917154,0.18478163771467,0.782794876456828,0.047916809850304,1,0,0,"FOXH1;HDAC1;SMAD2;SMAD4;TGIF1"
"727","CSA complex",0.761928678375311,0.068154536989637,0.782794876456828,0.0587161568271489,1,0,0,"COPS2;COPS3;COPS4;COPS5;COPS6;COPS8;CUL4A;DDB1;ERCC8;GPS1;RBX1;COPS7A;COPS7B"
"2300","Profilin 2 complex",0.38359460268024,0.26405844111635,0.782794876456828,0.0587161568271489,1,0,0,"ACTB;CYFIP1;DNM1;HSPA8;NCKAP1;PFN2;ROCK2;SYN1;SYN2"
"728","CSA-POLIIa complex",0.68928079269715,0.049607625168862,0.782794876456828,0.133914773712404,1,0,0,"COPS2;COPS3;COPS4;COPS5;COPS6;COPS8;CUL4A;DDB1;ERCC8;GPS1;POLR2A;RBX1;COPS7A;COPS7B"
"726","DDB2 complex",0.761928678375311,0.157987013356609,0.782794876456828,0.139627417463658,1,0,0,"COPS2;COPS3;COPS4;COPS5;COPS6;COPS8;CUL4A;DDB1;DDB2;GPS1;RBX1;COPS7A;COPS7B"
"739","SIN3-ING1b complex II",0.448245611403294,0.515633859698767,0.782794876456828,0.183813651459225,1,0,0,"ACTL6A;ARID1A;ARID4B;HDAC1;HDAC2;ING1;RBBP4;RBBP7;SAP18;SAP30;SIN3A;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1"
"711","Brm-associated complex",0.448245611403294,0.46114323786156,0.782794876456828,0.204087973920356,1,0,0,"ACTL6A;ARID1A;PRMT5;SMARCA2;SMARCB1;SMARCC1;SMARCC2;SMARCE1;SMARCD1;SMARCD2;SMARCD3"
"714","BRM-SIN3A complex",0.448245611403294,0.46114323786156,0.782794876456828,0.204087973920356,1,0,0,"ACTL6A;ARID1A;HDAC1;HDAC2;PRMT5;RBBP4;SIN3A;SMARCA2;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1"
"570","p300-CBP-p270-SWI/SNF complex",0.631919385605876,0.378247959196305,0.782794876456828,0.223937872136589,1,0,0,"ARID1A;CREBBP;EP300;SMARCA4;SMARCB1;SMARCC1;SMARCC2"
"1332","Large Drosha complex",0.68928079269715,0.0942078409190164,0.782794876456828,0.223937872136589,1,0,0,"DDX1;DDX17;DDX3X;DDX5;DGCR8;DHX15;EWSR1;FUS;HNRNPH1;HNRNPM;HNRNPU;HNRNPUL1;HNRNPDL;ILF2;ILF3;RALY;DROSHA;SRPK1;TAF15;TARDBP"
"2721","HCF-1 complex",0.530662745691546,0.645762495654586,0.782794876456828,0.242524634122105,1,0,0,"ASH2L;HCFC1;HDAC1;HDAC2;HSPA4;HSPA5;HSPA8;OGT;RBBP4;RBBP7;SAP30;SETD1A;SIN3A;SIN3B;SP1;SUDS3;WDR5;HSP90AA1;HSP90AB1"
"614","NRD complex (Nucleosome remodeling and deacetylation complex)",0.761928678375311,0.386081093188523,0.782794876456828,0.253466899963603,1,0,0,"KDM1A;CHD3;CHD4;HDAC1;HDAC2;MTA1;RBBP4"
"2254","CTGF/Hcs24-actin complex",0.631919385605876,0.587596322695351,0.782794876456828,0.253466899963603,1,0,0,"CTGF;ACTB;ACTG1"
"710","Brg1-associated complex I",0.537910145493621,0.46114323786156,0.782794876456828,0.259477214265013,1,0,0,"ACTL6A;ARID1A;PRMT5;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCE1;SMARCD1;SMARCD2;SMARCD3"
"713","BRG1-SIN3A complex",0.537910145493621,0.46114323786156,0.782794876456828,0.259477214265013,1,0,0,"ACTL6A;ARID1A;HDAC2;PRMT5;RBBP4;SIN3A;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1"
"1183","CDC5L complex",0.520742167629431,0.329846825400698,0.443251115845115,0.269509267663557,1,0,0,"BCAS2;BZW1;CDC5L;CWC15;DYNC1H1;GCN1;HSPA8;ILF2;PLRG1;PPM1D;PPP1CA;PRKDC;PRPF19;SCAF8;RBMX;SF3B1;SF3B2;SF3B4;SFI1;SFPQ;SRSF1;SRSF2;SNRPA;SNRPA1;SNRPD1;SNRPD2;SNRPD3;SRRM1;TCF4;TOP2A"
"632","Anti-HDAC2 complex",0.631919385605876,0.645762495654586,0.782794876456828,0.320761107584554,1,0,0,"KDM1A;CHD3;CHD4;GSE1;GTF2I;HDAC1;HDAC2;HMG20B;MTA1;MTA2;PHF21A;RBBP4;RBBP7;RCOR1;ZMYM2;ZMYM3;SIN3A;SIN3B"
"4082","Ku70/Ku86/Werner complex",0.830315116462251,0.378247959196305,0.782794876456828,0.320761107584554,1,0,0,"WRN;XRCC5;XRCC6"
"659","MeCP1 complex",0.761928678375311,0.587596322695351,0.782794876456828,0.347349990274852,1,0,0,"CHD4;GATAD2B;HDAC1;HDAC2;MBD2;MBD3;MTA2;RBBP4;RBBP7"
"685","MeCP1 complex",0.761928678375311,0.587596322695351,0.782794876456828,0.347349990274852,1,0,0,"CHD4;GATAD2B;HDAC1;HDAC2;MBD2;MBD3;MTA2;RBBP4;RBBP7"
