OddsRatio type
4.30746753246753 true
1.22264081170407 permuted
1.20894322020267 permuted
2.16930096138178 permuted
0.71432426597582 permuted
0.704665433984511 permuted
0.94565747743352 permuted
1.18553570006711 permuted
0.403291070946857 permuted
1.26450975549518 permuted
1.2334053075155 permuted
0.52726031797013 permuted
0.364746573295188 permuted
0.55002462245568 permuted
0.72423352902805 permuted
1.1844238531067 permuted
2.13527272727273 permuted
2.02469524184035 permuted
0.551405325443787 permuted
1.24485296690735 permuted
2.2425800033162 permuted
1.1624077932316 permuted
0.381129796322304 permuted
0.717125010140342 permuted
1.2192014770367 permuted
1.25071621511009 permuted
1.66723056610002 permuted
0.746121141847496 permuted
0.732677057697566 permuted
1.67063197026022 permuted
1.65369761709121 permuted
1.2178666574404 permuted
0.973619024027743 permuted
0.708091553836235 permuted
2.90356339386148 permuted
0.705547958061835 permuted
1.61403651115619 permuted
0.927771962315806 permuted
0.747643921178454 permuted
2.1242746615087 permuted
2.92682533279548 permuted
1.22398103717408 permuted
0.716115434500649 permuted
1.18017159199237 permuted
1.68748442820364 permuted
0.535994817394121 permuted
0.946249898316115 permuted
0.913228833865815 permuted
0.704996247453629 permuted
0.93345113085622 permuted
1.24485296690735 permuted
1.2262821032164 permuted
0.690373906125696 permuted
0.564085502786326 permuted
1.17740673989186 permuted
2.90038544928933 permuted
0.949515116942384 permuted
1.24329428221717 permuted
0.541052974204573 permuted
3.13083994985374 permuted
1.27166566403624 permuted
0.95443495669227 permuted
4.36654949726151 permuted
1.60848789179558 permuted
2.09883860632759 permuted
4.16302440580635 permuted
2.10871136089924 permuted
0.991185296324081 permuted
0.727644270067026 permuted
0.7492875127971 permuted
2.09359251259899 permuted
0.521355580392783 permuted
0.934766793306927 permuted
0.912800447177194 permuted
1.62519338816057 permuted
0.704665433984511 permuted
1.23979467122953 permuted
0.92864335777008 permuted
0.72276071787353 permuted
0.509667745245048 permuted
0.736475555921143 permuted
0.742619519718 permuted
1.59595063321771 permuted
1.59345530748771 permuted
1.20743105150757 permuted
0.170436038958982 permuted
0.94758425594269 permuted
1.63848229618121 permuted
0.929952031602709 permuted
1.23553128449428 permuted
0.73244750656168 permuted
1.65292039760125 permuted
0.946842704858003 permuted
1.20705331312853 permuted
2.88951671074778 permuted
0.265908541011372 permuted
0.695684583233501 permuted
1.20234180768305 permuted
0.905974067297749 permuted
1.19166989804065 permuted
0.96375041064389 permuted
0.912086925287356 permuted
0.535407898996439 permuted
1.22321500814906 permuted
0.917667547441749 permuted
0.73210332103321 permuted
0.914086223429759 permuted
0.702354200107009 permuted
1.26788364150277 permuted
0.405637190424293 permuted
0.273165944221804 permuted
0.560293386374938 permuted
1.22762645914397 permuted
1.23901837349748 permuted
0.945953639690931 permuted
1.53235363830292 permuted
1.29908738443185 permuted
0.398017503125558 permuted
2.17406199021207 permuted
0.899199619621206 permuted
0.566480493497833 permuted
1.59370465903595 permuted
1.22954961637421 permuted
0.970571263704559 permuted
0.943882524981721 permuted
0.383702081051479 permuted
0.912800447177194 permuted
0.73233275923344 permuted
1.20441254042153 permuted
0.732677057697566 permuted
0.533567619970916 permuted
0.530487313733387 permuted
1.26134294875559 permuted
2.17951649787651 permuted
2.10048076923077 permuted
1.23166869671133 permuted
0.707427098437248 permuted
0.401022054868209 permuted
1.26887776141384 permuted
0.537675399464677 permuted
2.1446505223941 permuted
0.901593001110935 permuted
2.16082608342142 permuted
0.51342680608365 permuted
0.544623173021965 permuted
1.242515702749 permuted
0.530404317010309 permuted
1.2524808088373 permuted
1.49286494073612 permuted
0.694706038840117 permuted
0.743551587301587 permuted
1.72281467797464 permuted
0.713988938351545 permuted
0.722647553890427 permuted
2.98512511207107 permuted
1.641565032332 permuted
0.932137379933812 permuted
1.21216304835537 permuted
2.83623769450619 permuted
0.547702890836131 permuted
0.970114966210648 permuted
2.99261405370113 permuted
1.55285555202036 permuted
1.19465570400822 permuted
1.64259395725866 permuted
1.27485974133349 permuted
