OddsRatio type
1.13544809228039 true
0.873831775700935 permuted
0.980173632142136 permuted
0.845815634548029 permuted
1.65479945921586 permuted
0.775068335491296 permuted
1.22314049586777 permuted
0.846374622356496 permuted
0.784016186140617 permuted
0.648567119155354 permuted
1.22576766555679 permuted
0.943907771814749 permuted
0.978960751343149 permuted
1.13893291072372 permuted
1.18486092111263 permuted
0.838157845590707 permuted
1.21389005259973 permuted
0.785329450309428 permuted
1.07617870236167 permuted
0.756221018725001 permuted
0.950261149055846 permuted
0.968502024291498 permuted
0.845815634548029 permuted
0.87262996941896 permuted
1.37282091917591 permuted
1.28761574074074 permuted
0.787016934433348 permuted
0.806577034883721 permuted
0.877135573227807 permuted
0.929714353443167 permuted
1.02081247914581 permuted
0.728191856452726 permuted
1.0973528768322 permuted
0.953887011105746 permuted
0.85746597806009 permuted
0.63538327018362 permuted
0.997809736341846 permuted
1.20744485294118 permuted
1.61458505197162 permuted
1.11838624338624 permuted
0.687843533974035 permuted
0.684129429892142 permuted
0.696742537821998 permuted
0.967788029721564 permuted
1.16144200626959 permuted
1.00543027690267 permuted
1.22576766555679 permuted
1.01726844583987 permuted
1.13544809228039 permuted
1.34728773584906 permuted
1.45700636942675 permuted
0.953047642236831 permuted
1.47895988420182 permuted
1.17147785039942 permuted
0.958278331133245 permuted
0.98702570379437 permuted
0.932296650717703 permuted
0.850990266451201 permuted
0.686728395061728 permuted
0.600358479293104 permuted
1.00963676797628 permuted
0.777999430037048 permuted
0.849621785173979 permuted
1.27505462144961 permuted
0.655017539258434 permuted
0.856145675265554 permuted
1.41923868312757 permuted
0.677392324451148 permuted
0.882642089093702 permuted
0.954668903267034 permuted
1.07229950197493 permuted
0.99401691768104 permuted
0.687843533974035 permuted
0.908749266001174 permuted
1.00583881578947 permuted
0.679993286337697 permuted
0.88477031528391 permuted
0.969174503657262 permuted
0.89953560371517 permuted
0.65253682487725 permuted
1.34619016849744 permuted
0.875957120980092 permuted
0.709131251066735 permuted
1.117749825297 permuted
1.41925323850648 permuted
0.975877192982456 permuted
1.00583881578947 permuted
1.08454106280193 permuted
0.543756766510285 permuted
0.699844479004666 permuted
1.21200405044647 permuted
1.30232558139535 permuted
1.31220839813375 permuted
1.14405874499332 permuted
1.04815381997618 permuted
0.764917146717872 permuted
1.04020356234097 permuted
1.20012047076267 permuted
1.03247433479992 permuted
1.1141536429672 permuted
1.08044788975022 permuted
0.686728395061728 permuted
0.760587238848108 permuted
1.0561265490843 permuted
0.381654338993645 permuted
