DNV,LoF,syn-DNV
1.06298003072197,0.695262649049307,0.138793103448276
1.67603890362511,1.3421720271708,3.45767575322812
0.946167995095034,0.700952380952381,1.41739130434783
1.67801857585139,1.20905296873791,0.336170212765957
2.17139737991266,1.03375137513751,0.698847262247839
1.03465315172632,0.988766438454051,1.33521923620934
1.70391459074733,1.1774641186266,0.674715909090909
1.00689828170074,0.49938407874035,3.37357954545455
0.430217669654289,1.02373994417994,0.686695278969957
1.02010208582771,0.882990564496365,0.324475524475524
0.995004995004995,0.884793097808309,0.667609618104668
0.799978127734033,0.75589785164167,3.45767575322812
1.26808417360807,0.984269082614216,1.38307030129125
1.01288416818553,0.935462917369485,0.67948717948718
1.65437747470304,1.1138695796094,1.34468085106383
3.12514619883041,1.28151854538302,3.32627118644068
0.215806819622259,1.69156204736352,1.40751445086705
1.55850193715024,0.973349592061034,0.139280575539568
1.00212845874546,0.881053651570787,1.41244573082489
1.05182635303117,1.33356757435061,3.38549075391181
0.961095012022936,0.633425460859089,0.353111432706223
0.654169107596173,0.825758815449537,1.37822349570201
0.70360333232962,1.44287118977384,1.45241581259151
0.785799652325076,1.25903588768877,1.39280575539568
1.06173629326339,0.72068338785896,3.51878612716763
1.04321301474326,0.921202388562341,0.665254237288136
0.800929978118162,0.95159308382023,1.33521923620934
1.67208480565371,1.59844904967648,1.4625550660793
1.32005637145824,0.830566643040997,1.49851632047478
2.13797221016066,0.954584075574978,0.667609618104668
0.533025099075297,0.829654815875288,0.134943181818182
1.00331934615144,0.852635188631195,0.686695278969957
0.808574879227053,1.7580876164602,3.34985835694051
0.67774809537944,1.28695073645822,0.323324022346369
2.25265604249668,0.684128037762289,0.333804809052334
0.509441316587267,0.808314726629651,1.37339055793991
0.628939897021318,1.12879423012874,0.723684210526316
0.525492772667543,1.94352050057632,0.67948717948718
1.63680981595092,0.910012085153853,0.34698275862069
0.545115452930728,1.21475036106038,3.42142857142857
1.61552551242913,0.976855487006917,3.43347639484979
0.99737532808399,0.747414884386897,3.63103953147877
0.665094803025837,1.11579557690715,0.691535150645624
1.66616674018527,0.928158895619101,0.343347639484979
1.6174520069808,1.00260387061849,0.691535150645624
1.03221722893854,1.16639411283729,9.2803195352215
0.503968938740293,1.14411189878688,1.43231441048035
1.0817707326503,0.689512348862529,0.689111747851003
0.995004995004995,1.0991042813707,3.42142857142857
1.61552551242913,1.16164677359194,0.696402877697842
0.5464,0.657393863878506,0.337357954545455
1.5830303030303,0.960746402638862,3.43347639484979
0.953036636341284,0.91315893406502,0.135897435897436
0.43894376133844,0.765440276477788,0.336170212765957
1.60783630822812,1.0397748903418,0.338549075391181
0.996189643325629,0.789060683561962,0.329113924050633
0.620689655172414,1.42133296734897,0.658227848101266
0.983215218202163,0.734298064273633,0.703757225433526
0.968041045929406,1.00417716375457,0.713662790697674
0.609564596716631,1.02293700938158,0.696402877697842
