OddsRatio type
4.30746753246753 true
1.67299107142857 permuted
0.721516927083333 permuted
0.711534836120762 permuted
0.71432426597582 permuted
3.05275853537853 permuted
1.60346082315841 permuted
2.25245138773475 permuted
0.924294784216025 permuted
0.904275609949933 permuted
0.735091900183526 permuted
2.23906560636183 permuted
1.60622369698932 permuted
0.524709651581898 permuted
0.72924168030551 permuted
0.731759304804066 permuted
1.24387855044074 permuted
0.711423493294555 permuted
0.933305064211291 permuted
1.5400396039604 permuted
0.37609679237919 permuted
1.22187564982325 permuted
0.931991525423729 permuted
1.29806820891963 permuted
0.731071779744346 permuted
1.25798733286418 permuted
0.926611410638127 permuted
0.930971202710333 permuted
0.399892574190949 permuted
0.928934010152284 permuted
0.54830383480826 permuted
0.380950995227564 permuted
1.19148353841417 permuted
1.24018300988393 permuted
0.550369458128079 permuted
2.13995631421406 permuted
0.681472114650017 permuted
0.731873958077123 permuted
0.7160033503553 permuted
1.28308326815047 permuted
0.709755507141128 permuted
0.739714733283865 permuted
15.3308769344141 permuted
0.959982788296041 permuted
1.19185628742515 permuted
1.62265072003905 permuted
0.941816116205469 permuted
7.06570146818923 permuted
1.25779023537828 permuted
0.728328426561989 permuted
1.23147589662692 permuted
1.21482129899448 permuted
0.97545251673692 permuted
4.22534758498754 permuted
0.89667246973174 permuted
1.22705011982911 permuted
0.937257163671685 permuted
1.59445295493026 permuted
0.911801675977654 permuted
1.62952544031311 permuted
1.31220840279693 permuted
2.92774146695715 permuted
1.57019438444924 permuted
0.530570323827936 permuted
1.20856499563479 permuted
0.982206553297387 permuted
0.925741976996702 permuted
0.941373925036508 permuted
1.1682379108286 permuted
1.24115441056579 permuted
0.541391941391941 permuted
1.60622369698932 permuted
0.38250346285631 permuted
0.936817188638019 permuted
1.64516922068344 permuted
0.532566585956416 permuted
1.18460908718788 permuted
0.947139252868886 permuted
1.57906137184116 permuted
0.275270980456561 permuted
0.549766144252072 permuted
0.946398063781321 permuted
0.3884137201305 permuted
4.40986031224322 permuted
1.53763355757816 permuted
1.24895421934519 permuted
0.956530186518325 permuted
3.02608356591693 permuted
0.972246287128713 permuted
1.20648693316806 permuted
2.09424753980318 permuted
6.88339905045466 permuted
0.700927336379914 permuted
1.62443015304461 permuted
1.24582817933578 permuted
0.934474258466015 permuted
0.920111048749198 permuted
0.533400646203554 permuted
2.1774693877551 permuted
0.552443237907206 permuted
0.71253773178094 permuted
0.524709651581898 permuted
1.15119523921595 permuted
1.28348584704376 permuted
0.940048642075395 permuted
1.64516922068344 permuted
0.678707574204064 permuted
0.725368587128013 permuted
0.558363666446062 permuted
1.64852337981952 permuted
0.965110544916578 permuted
0.688648763176016 permuted
1.56626987297276 permuted
2.25315824468085 permuted
1.1957773512476 permuted
1.62799511002445 permuted
2.16488972084317 permuted
1.67956258802088 permuted
1.20667569615023 permuted
0.939019202722411 permuted
1.20046249127105 permuted
1.62927028128822 permuted
1.71633285845973 permuted
1.21273216874957 permuted
0.921119133574007 permuted
1.20856499563479 permuted
0.720275361140472 permuted
0.929370164410058 permuted
1.62468452332492 permuted
1.22916473532956 permuted
3.06042526837325 permuted
0.551405325443787 permuted
0.915517034548944 permuted
1.25405152224824 permuted
0.969203047775947 permuted
1.2403772266853 permuted
0.549077490774908 permuted
0.697755025862529 permuted
1.29035018900221 permuted
0.399767282274667 permuted
1.61859104574632 permuted
0.906115751789976 permuted
0.719711746857391 permuted
2.17372155615366 permuted
0.709089442696992 permuted
0.539952853194603 permuted
2.93186773255814 permuted
0.743901430579674 permuted
1.22225816887739 permuted
1.20610949818115 permuted
1.23572474377745 permuted
1.22034681013184 permuted
0.717012762275579 permuted
2.227858559154 permuted
1.56137832017229 permuted
1.26828119110441 permuted
0.395717560819985 permuted
1.60848789179558 permuted
0.530653347297188 permuted
0.421210843142518 permuted
0.38448325012609 permuted
2.89087301587302 permuted
1.26252952443624 permuted
1.57856741798348 permuted
1.54028041825095 permuted
0.706431618771633 permuted
1.25464107098935 permuted
1.55893839164741 permuted
0.71253773178094 permuted
0.390302833864944 permuted
0.92169569055453 permuted
0.537927957163719 permuted
1.57832050048123 permuted
2.93186773255814 permuted
1.66305422778968 permuted
0.677223666587883 permuted
2.1446505223941 permuted
1.59694989106754 permuted
2.19734251968504 permuted
0.736706430824078 permuted
1.57610002404424 permuted
1.22916473532956 permuted
0.740526865753726 permuted
0.707759245830312 permuted
2.14096132060204 permuted
1.22053780697602 permuted
0.756968786513103 permuted
1.65473450600033 permuted
0.544452608376194 permuted
0.703673950299914 permuted
1.22916473532956 permuted
2.93875818578705 permuted
2.16964067465167 permuted
1.60924335709657 permuted
1.63233493838244 permuted
0.924584036653002 permuted
0.532066795740561 permuted
3.96854562441607 permuted
1.24797645327447 permuted
1.22762645914397 permuted
0.943587035984079 permuted
1.22168443669212 permuted
1.60095338127171 permuted
0.940195800227015 permuted
0.511983863312767 permuted
0.521845047923323 permuted
1.27565958150691 permuted
0.762096211296312 permuted
0.977442909151084 permuted
1.6664466628166 permuted
1.63873895976448 permuted
0.944917493090554 permuted
0.394356600629513 permuted
0.538686368433872 permuted
0.98637554040572 permuted
0.384302835428237 permuted
0.681685242273338 permuted
0.515921543714762 permuted
1.61504747991234 permuted
0.550197011984896 permuted
0.95848005896323 permuted
0.95848005896323 permuted
1.25700216894308 permuted
0.540798893589326 permuted
0.697645898317737 permuted
1.55431322616584 permuted
0.262477968274315 permuted
1.16878599661208 permuted
2.12493954538127 permuted
0.393246710988515 permuted
1.65966905408743 permuted
1.55431322616584 permuted
1.19764915730979 permuted
0.963448431597964 permuted
1.23321222533053 permuted
0.979744843012178 permuted
0.930388678332393 permuted
0.514391056137012 permuted
0.533567619970916 permuted
0.702573981912559 permuted
0.952046270605517 permuted
0.525120192307692 permuted
1.17575098545603 permuted
2.7683318955376 permuted
1.62138093689005 permuted
0.955182702525954 permuted
0.534068865179437 permuted
0.697209562644919 permuted
0.528333735230287 permuted
1.6779829427838 permuted
0.574452003023432 permuted
0.942701144759276 permuted
0.277654046028211 permuted
0.271375010188279 permuted
0.733940936584832 permuted
1.57634658544405 permuted
1.27106771386118 permuted
0.570227538899113 permuted
0.697973333333333 permuted
1.27186504659667 permuted
1.62621161521544 permuted
2.89993174883572 permuted
1.64645843580915 permuted
0.742037602884906 permuted
0.906966332378224 permuted
0.405573593073593 permuted
1.63719960765081 permuted
0.939460247994165 permuted
0.526353790613718 permuted
1.242515702749 permuted
1.6117642289606 permuted
0.918385533482858 permuted
2.16014958133485 permuted
1.25287329416446 permuted
1.650849683934 permuted
0.696011077381903 permuted
0.951152120717781 permuted
0.964656943303205 permuted
0.930971202710333 permuted
0.269849654611946 permuted
2.08933993926802 permuted
0.384603574953394 permuted
0.718585891397326 permuted
0.95697978888798 permuted
2.86431819995213 permuted
0.703123745282261 permuted
2.11036144578313 permuted
1.16805527331843 permuted
1.56749520460358 permuted
0.699722311225035 permuted
0.951003180817225 permuted
0.525038057847929 permuted
0.564174014307104 permuted
0.723553382233089 permuted
1.70478456913828 permuted
0.72650549929217 permuted
0.926466446733183 permuted
0.707427098437248 permuted
0.5672812213231 permuted
0.711868972576909 permuted
0.707869997313994 permuted
0.912657697221335 permuted
1.25483765168908 permuted
0.391220332482705 permuted
2.13026634382567 permuted
1.23804871240142 permuted
0.528912658838668 permuted
0.710199908521 permuted
0.54224032586558 permuted
1.64233666284591 permuted
1.25857881955443 permuted
0.264994766926978 permuted
1.64594262295082 permuted
1.2818763326226 permuted
0.714212472004102 permuted
2.21705809641533 permuted
1.67666777023672 permuted
0.544623173021965 permuted
1.20083811355752 permuted
0.935059422750424 permuted
0.919823232323232 permuted
1.2140611866573 permuted
1.57955548423333 permuted
1.69092949783838 permuted
0.910234431066103 permuted
0.703343774261773 permuted
0.700817700817701 permuted
0.530238363665647 permuted
1.23495109541621 permuted
1.5412440570523 permuted
1.57511417354379 permuted
0.945213414634146 permuted
1.17024883042918 permuted
1.20743105150757 permuted
1.62443015304461 permuted
1.66305422778968 permuted
0.937990930439712 permuted
0.385205780135358 permuted
1.59819987084275 permuted
0.165697765178243 permuted
0.952493673985797 permuted
0.385145516000176 permuted
3.05611024011882 permuted
2.07825948358304 permuted
0.377274899014029 permuted
0.710533397922385 permuted
0.542665036674817 permuted
0.263671404480848 permuted
0.936084371460929 permuted
0.953986602401765 permuted
4.29669260700389 permuted
0.270060975609756 permuted
0.389997496428729 permuted
1.16331680937359 permuted
0.382802756809977 permuted
0.734170978073417 permuted
1.61631211432283 permuted
0.946842704858003 permuted
0.945953639690931 permuted
1.24875860215682 permuted
0.927046442369607 permuted
1.61050328227571 permuted
2.81811347629975 permuted
0.544452608376194 permuted
0.73244750656168 permuted
0.938872235275055 permuted
0.537170652614512 permuted
0.939901507782101 permuted
2.93737875848691 permuted
1.58723455598456 permuted
1.28650945299612 permuted
0.558714001986097 permuted
0.528333735230287 permuted
2.9172237435567 permuted
0.70543758043758 permuted
1.21463122495048 permuted
3.00200277936728 permuted
1.60496723566055 permuted
2.76963053027926 permuted
0.410823735944428 permuted
0.890246787037767 permuted
2.12826718296225 permuted
0.955182702525954 permuted
0.698847262247839 permuted
2.08672735984667 permuted
0.532983447719015 permuted
0.388596123740436 permuted
0.370377807739752 permuted
1.24856301696341 permuted
2.15913524057217 permuted
0.887883858267717 permuted
0.559327647594601 permuted
1.196338578628 permuted
2.25846717150703 permuted
1.23109039036949 permuted
0.946990966796875 permuted
0.74495200264813 permuted
1.58326638817481 permuted
0.895691632394812 permuted
1.2942030883526 permuted
1.25287329416446 permuted
0.738440417353103 permuted
0.910946474154435 permuted
0.721178097795135 permuted
1.62544788273616 permuted
0.931699887023886 permuted
1.67561641568757 permuted
0.937990930439712 permuted
1.63873895976448 permuted
0.723780023910444 permuted
2.1120128565689 permuted
1.65110837438424 permuted
1.23553128449428 permuted
0.703784044348036 permuted
0.715667206915181 permuted
1.24504794568489 permuted
0.538096397273612 permuted
0.920254991580467 permuted
0.950258845589434 permuted
0.946398063781321 permuted
