"ComplexID","ComplexName","DNV_pval","LoF_pval","rec_pval","combined_pval","GATA4","TBX5","NKX25","Genes"
3234,"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",0.378016231917155,0.184781637714671,0.782794876456828,0.0479168098503034,1,0,0,"FOXH1;HDAC1;SMAD2;SMAD4;TGIF1"
727,"CSA complex",0.761928678375309,0.0681545369896361,0.782794876456828,0.0587161568271509,1,0,0,"COPS2;COPS3;COPS4;COPS5;COPS6;COPS8;CUL4A;DDB1;ERCC8;GPS1;RBX1;COPS7A;COPS7B"
2300,"Profilin 2 complex",0.38359460268024,0.264058441116349,0.782794876456828,0.0587161568271509,1,1,0,"ACTB;CYFIP1;DNM1;HSPA8;NCKAP1;PFN2;ROCK2;SYN1;SYN2"
5199,"Kinase maturation complex 1",0.448245611403292,0.184781637714671,0.782794876456828,0.0637434389997724,1,1,0,"NA;HSP90AA1;HSP90AB1;HSPA4;MARK2;PFDN2;TRAF7;YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ;YWHAZ"
2829,"RSmad complex",0.38359460268024,0.243772942410427,0.782794876456828,0.0769097255010727,1,0,0,"NA;CREBBP;NCOA3;SMAD2;SMAD3;SMAD4;SMARCA4;SMARCC1;SMARCC2;TRIM33"
5269,"TNF-alpha/NF-kappa B signaling complex 8",0.657511963157259,0.13124664674116,0.782794876456828,0.0852033843685259,1,0,0,"NA;HSP90AA1;HSP90AB1;KTN1"
1166,"p400-associated complex",0.38359460268024,0.587596322695339,0.782794876456828,0.103710812500704,1,0,0,"ACTB;EP400;RUVBL1;RUVBL2;TRRAP;ACTL6A;NA"
3063,"Brg1-associated complex II",0.53791014549362,0.204817125886207,0.782794876456828,0.106279412476747,1,0,0,"ACTL6A;ARID1A;PRMT5;SMARCA4;SMARCB1;SMARCC1;SMARCC2"
1257,"ALL-1 supercomplex",0.431489305363409,0.357848676622291,0.782794876456828,0.10707245956671,1,1,0,"KDM1A;CHD3;CPSF2;EFTUD2;HDAC1;HDAC2;MBD3;KMT2A;MTA2;RAN;RBBP4;RBBP5;RBBP7;SAP18;SAP30;SIN3A;SMARCA2;SMARCA5;SMARCB1;SMARCC1;SMARCC2;SYMPK;TAF1;TAF12;TAF6;TAF9;TBP;WDR5"
5919,"BRAF-RAF1-14-3-3 complex",0.321486326188918,0.978944845747628,0.782794876456828,0.114569545366677,1,0,0,"BRAF;RAF1;SFN;YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ;YWHAZ"
5386,"MLL1-WDR5 complex",0.204283997738402,0.940482536364571,0.782794876456828,0.125584055121573,1,1,0,"ASH2L;NA;E2F6;HCFC1;HSPA4;KANSL1;LAS1L;KMT2A;KAT8;PELP1;RBBP5;RNF2;RUVBL1;SENP3;TAF1;TAF4;TAF6;TAF7;TAF9;TEX10;WDR5"
528,"NuA4/Tip60 HAT complex",0.530662745691546,0.278021629839105,0.782794876456828,0.133914773712402,1,1,0,"ACTL6A;BRD8;MEAF6;DMAP1;EP400;EPC1;KAT5;ING3;MORF4L1;MORF4L2;MRGBP;RUVBL1;RUVBL2;TRRAP;YEATS4"
728,"CSA-POLIIa complex",0.68928079269715,0.0496076251688626,0.782794876456828,0.133914773712402,1,0,0,"COPS2;COPS3;COPS4;COPS5;COPS6;COPS8;CUL4A;DDB1;ERCC8;GPS1;POLR2A;RBX1;COPS7A;COPS7B"
798,"NuA4/Tip60-HAT complex A",0.530662745691546,0.278021629839105,0.782794876456828,0.133914773712402,1,1,0,"ACTL6A;BRD8;MEAF6;DMAP1;EP400;EPC1;EPC2;KAT5;ING3;MORF4L1;MRGBP;RUVBL1;RUVBL2;TRRAP;YEATS4"
2857,"NuA4/Tip60 HAT complex",0.530662745691546,0.278021629839105,0.782794876456828,0.133914773712402,1,1,0,"ACTL6A;BRD8;MEAF6;DMAP1;EP400;EPC1;EPC2;KAT5;ING3;MORF4L1;RUVBL1;RUVBL2;TRRAP;YEATS4"
1401,"MOF complex",0.378016231917155,0.645762495654597,0.782794876456828,0.138782471586202,1,0,0,"KMT2A;NA;KAT8;RBBP5;RNF2;SETD1A;TAF1;TAF6;TAF9;WDR5"
5286,"TNF-alpha/NF-kappa B signaling complex 10",0.53791014549362,0.310223866511746,0.782794876456828,0.138782471586202,1,0,0,"NA;CCAR1;CHUK;HSP90AA1;HSP90AB1;IKBKG"
726,"DDB2 complex",0.761928678375309,0.157987013356611,0.782794876456828,0.139627417463657,1,0,0,"COPS2;COPS3;COPS4;COPS5;COPS6;COPS8;CUL4A;DDB1;DDB2;GPS1;RBX1;COPS7A;COPS7B"
290,"MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex",0.830315116462254,0.184781637714671,0.984440245988898,0.155244939091413,1,0,0,"MLH1;MSH2;PCNA;PMS2"
291,"MSH2-MLH1-PMS2 DNA-repair initiation complex",0.830315116462254,0.184781637714671,0.984440245988898,0.155244939091413,1,0,0,"MLH1;MSH2;PMS2"
525,"TIP60 histone acetylase complex",0.448245611403292,0.587596322695339,0.782794876456828,0.155244939091413,1,0,0,"ACTL6A;KAT5;RUVBL1;RUVBL2;TRRAP"
781,"URI complex (Unconventional prefoldin RPB5 Interactor)",0.448245611403292,0.587596322695339,0.782794876456828,0.155244939091413,1,0,0,"CUL1;PFDN2;POLR2E;NA;RUVBL1;RUVBL2;SKP1;SKP2"
787,"NuA4/Tip60-HAT complex B",0.448245611403292,0.587596322695339,0.782794876456828,0.155244939091413,1,0,0,"ACTL6A;DMAP1;EPC1;KAT5;MORF4L1;RUVBL1;RUVBL2;TRRAP"
1170,"cMYC-ATPase-helicase complex",0.53791014549362,0.386081093188525,0.782794876456828,0.155244939091413,1,0,0,"ACTL6A;MYC;RUVBL1;RUVBL2;TRRAP"
1171,"c-MYC-ATPase-helicase complex",0.53791014549362,0.386081093188525,0.782794876456828,0.155244939091413,1,0,0,"ACTL6A;MYC;RUVBL1;RUVBL2;TRRAP"
5266,"TNF-alpha/NF-kappa B signaling complex 6",0.657511963157259,0.264058441116349,0.782794876456828,0.155244939091413,1,1,0,"NA;CHUK;FBL;HSP90AA1;HSP90AB1;IKBKB;IKBKG;RPL30;RPL4;RPL6;RPL8;RPS11;RPS13"
189,"BAF complex",0.328979909089587,0.732530743583035,0.782794876456828,0.16021424918361,1,0,0,"SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCE1;ACTB;ACTG1;ACTL6A;NA;ARID1A"
5614,"Emerin complex 32",0.374848990058275,0.749641278621049,0.782794876456828,0.167212131804479,1,1,0,"ACTB;NA;CHD4;DPY30;EMD;HDAC1;HDAC3;HIST1H3F; HIST1H3E; HIST1H3B; HIST1H3J; HIST1H3G; HIST1H3D; HIST1H3H; HIST1H3I; HIST1H3C; HIST1H3A;LMNB1;MED4;RCOR1;SAP18;SMARCB1;SMARCC1;SMARCC2;SPTAN1;TBL1XR1;TBL1Y;TRIM28"
803,"BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I",0.53791014549362,0.322582720745485,0.782794876456828,0.173196113781333,1,0,0,"ACTL6A;ARID1A;HDAC2;PRMT5;SIN3A;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCE1"
807,"BRG1-associated complex",0.53791014549362,0.322582720745485,0.782794876456828,0.173196113781333,1,0,0,"ACTL6A;ARID1A;PRMT5;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCE1"
739,"SIN3-ING1b complex II",0.448245611403292,0.515633859698767,0.782794876456828,0.183813651459225,1,0,0,"ACTL6A;ARID1A;ARID4B;HDAC1;HDAC2;ING1;RBBP4;RBBP7;SAP18;SAP30;SIN3A;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1"
5718,"eNOS-HSP90-AKT complex, VEGF induced",0.53791014549362,0.378247959196303,0.984440245988898,0.183813651459225,1,0,0,"AKT1;HSP90AA1;NOS3"
5716,"eNOS-HSP90 complex, VEGF induced",0.53791014549362,0.378247959196303,0.984440245988898,0.183813651459225,1,0,0,"HSP90AA1;NOS3"
5235,"WRN-Ku70-Ku80-PARP1 complex",0.830315116462254,0.204817125886207,0.782794876456828,0.183813651459225,1,0,0,"PARP1;WRN;XRCC5;XRCC6"
5268,"TNF-alpha/NF-kappa B signaling complex 7",0.378016231917155,0.703591148108938,0.782794876456828,0.183813651459225,1,1,0,"NA;HSP90AA1;HSP90AB1;MAP3K7;TAB1;TAB2"
529,"NuA4/Tip60 HAT complex",0.530662745691546,0.357848676622291,0.782794876456828,0.184961932920608,1,1,0,"ACTL6A;BRD8;MEAF6;DMAP1;EP400;EPC1;KAT5;ING3;MORF4L1;MORF4L2;MRGBP;RUVBL1;RUVBL2;TRRAP;VPS72;YEATS4"
711,"Brm-associated complex",0.448245611403292,0.461143237861555,0.782794876456828,0.204087973920364,1,0,0,"ACTL6A;ARID1A;PRMT5;SMARCA2;SMARCB1;SMARCC1;SMARCC2;SMARCE1;SMARCD1;SMARCD2;SMARCD3"
714,"BRM-SIN3A complex",0.448245611403292,0.461143237861555,0.782794876456828,0.204087973920364,1,0,0,"ACTL6A;ARID1A;HDAC1;HDAC2;PRMT5;RBBP4;SIN3A;SMARCA2;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1"
